# Time	forces(pressure, viscous) moment(pressure, viscous)
0.087	(((167.87111 1.0623898 -3.7366721e-16) (0 0 0)) ((-0.05311949 8.3935553 1.3464808e-10) (0 0 0)))
0.0875	(((167.84955 0.70241712 -3.7378909e-16) (0 0 0)) ((-0.035120856 8.3924774 1.3413582e-10) (0 0 0)))
0.088	(((167.81932 0.23444215 -3.7396548e-16) (0 0 0)) ((-0.011722107 8.390966 1.3809876e-10) (0 0 0)))
0.0885	(((167.78803 -0.30487504 -3.7416679e-16) (0 0 0)) ((0.015243752 8.3894013 1.4521662e-10) (0 0 0)))
0.089	(((167.76364 -0.87352213 -3.7435524e-16) (0 0 0)) ((0.043676107 8.3881818 1.5418735e-10) (0 0 0)))
0.0895	(((167.75219 -1.426136 -3.7449437e-16) (0 0 0)) ((0.0713068 8.3876094 1.6388377e-10) (0 0 0)))
0.09	(((167.76055 -1.9194508 -3.7455024e-16) (0 0 0)) ((0.095972542 8.3880276 1.7342867e-10) (0 0 0)))
0.0905	(((167.78776 -2.3150372 -3.7450546e-16) (0 0 0)) ((0.11575186 8.3893879 1.8277307e-10) (0 0 0)))
0.091	(((167.82215 -2.5822899 -3.7437601e-16) (0 0 0)) ((0.1291145 8.3911074 1.9428029e-10) (0 0 0)))
0.0915	(((167.85386 -2.7002843 -3.7420429e-16) (0 0 0)) ((0.13501422 8.3926931 2.0597357e-10) (0 0 0)))
0.092	(((167.87761 -2.6601278 -3.7403294e-16) (0 0 0)) ((0.13300639 8.3938806 2.1623624e-10) (0 0 0)))
0.0925	(((167.8884 -2.4651389 -3.738937e-16) (0 0 0)) ((0.12325694 8.3944201 2.2490793e-10) (0 0 0)))
0.093	(((167.88487 -2.1307401 -3.7380509e-16) (0 0 0)) ((0.106537 8.3942434 2.3144308e-10) (0 0 0)))
0.0935	(((167.86917 -1.6838076 -3.7377106e-16) (0 0 0)) ((0.084190378 8.3934585 2.3492097e-10) (0 0 0)))
